R1,G1,B1,R2,G2,B2,DELTA_E,SIMILARITY
64,56,110,230,201,34,76.73646183667046,0
55,47,54,36,49,76,11.814269976242077,0
106,30,38,70,45,134,28.78881072488103,0
81,47,98,32,37,31,26.850652621041423,1
204,19,6,51,33,31,32.65131906031333,1
47,73,132,42,41,45,21.96542247107916,0
40,77,160,215,12,39,43.66456124612042,0
227,179,72,203,213,92,17.000879194602703,0
196,33,48,34,37,42,36.9314617740687,0
48,169,164,53,168,123,13.294996370542583,0
218,121,70,112,136,185,39.699686158791465,0
48,51,63,147,133,138,31.981822061128113,0
32,70,67,56,91,141,23.599057514171488,1
178,110,49,53,56,68,38.63589618661854,0
50,80,118,77,135,166,20.865641739787282,0
183,126,64,238,204,55,25.78551328381831,0
82,149,177,158,118,154,34.46891671687648,0
59,63,56,38,41,44,9.548030117493928,0
85,73,120,207,110,118,33.5526606850849,0
165,182,201,196,35,42,45.81946783619684,0
232,158,154,224,200,22,39.96989623267683,0
169,195,31,115,139,180,53.70154100620972,1
242,197,8,38,41,44,72.08613818881624,1
149,156,171,28,173,88,32.83048797683952,0
185,74,99,186,203,10,64.84968393176636,0
115,139,180,145,32,36,43.46185617793164,1
92,86,102,167,162,78,44.458985253990264,0
236,87,25,175,184,52,46.190401782356446,1
93,75,119,212,115,116,33.951488310164706,0
152,39,40,46,37,33,25.802542187276593,0
57,164,100,16,177,104,4.180574592533671,0
184,148,26,247,175,131,22.399579632854937,0
156,28,39,58,38,82,30.776447638241116,1
242,197,8,183,126,64,24.727139575289808,1
36,35,35,63,62,62,8.645000864489495,0
81,185,233,49,94,207,31.214460111277937,0
231,95,137,124,19,39,30.99657567041512,1
183,47,46,83,108,141,38.32342738920427,0
112,19,27,231,170,55,58.67209238843536,0
26,58,45,132,61,63,41.82193761753771,1
178,108,110,52,37,44,33.327734351851234,0
224,216,43,110,110,111,42.78940564938079,2
216,178,99,232,112,117,35.41130647288205,2
139,189,124,93,136,199,45.69866499230313,2
206,194,76,27,75,131,71.13149575167353,2
104,198,80,46,65,117,65.83776463423406,2
39,65,131,15,78,35,40.97405228239808,2
219,210,89,71,70,70,55.64150576091313,2
196,48,162,44,97,164,35.35572958435154,2
30,31,32,201,100,105,42.32855883515317,2
144,150,183,32,88,159,28.0699998779342,2
220,46,66,168,5,37,12.688841564759953,0
36,33,24,46,53,45,8.41868461718665,0
77,77,74,153,163,180,35.536784255533604,0
60,90,118,206,109,117,39.93122087770224,2
77,48,68,59,63,56,24.26803826365502,1
157,174,221,32,70,67,49.24010325575571,0
119,46,88,46,53,45,34.639912172832446,0
34,103,170,132,55,82,35.520533046173604,0
46,37,33,224,214,97,73.2246557791755,0
209,34,40,31,40,44,41.48313787895416,0
56,78,106,122,18,31,34.44032587159364,1
36,49,76,179,50,69,36.20639047045917,0
22,65,134,88,59,61,26.04715920062065,1
70,45,134,116,114,117,30.388475319102493,1
165,164,165,55,47,54,44.24509968429477,1
68,72,62,169,9,23,33.25368468429558,0
85,73,120,227,204,24,69.75296586274531,1
41,41,41,77,58,126,24.694802163674087,1
50,54,62,220,36,24,38.91771358059897,1
58,55,57,236,84,73,39.783013151759405,0
22,65,134,235,86,24,52.17592207520814,0
144,213,215,102,64,128,52.43863966313835,0
86,173,110,196,33,48,68.38629096160473,0
64,82,108,68,73,81,8.273227144850335,1
203,33,48,233,198,11,55.83957619564218,1
39,65,131,123,125,125,29.72656276208544,0
80,37,43,49,41,42,13.944025647185047,0
76,71,70,13,139,88,33.25497034998958,1
189,169,16,52,150,120,32.88228029251011,0
58,116,70,95,135,91,8.95024223949519,0
38,46,74,39,41,25,24.69396677858062,0
168,5,37,236,87,25,25.420302608081148,0
38,58,107,20,86,81,26.337859842278313,0
40,41,44,93,136,199,38.106897780723884,1
111,185,139,172,174,41,22.599641109556604,0
166,68,84,157,187,196,45.703812915209596,0
145,217,127,82,78,75,50.127223929392144,0
31,52,99,129,33,37,33.637517112686716,0
84,73,92,205,164,123,45.09452668408769,0
84,67,77,64,56,110,15.86158625618661,0
21,80,150,245,125,51,55.955025179015536,0
27,78,143,60,59,50,29.870450466603717,0
235,208,37,50,82,95,60.524391464612165,1
137,152,191,238,204,55,48.21709144152918,1
118,118,124,58,49,52,24.139451716103896,1
114,192,52,50,41,43,60.68460361517804,1
30,46,79,118,125,163,28.392461787394858,0
178,108,110,81,161,81,52.094930859963014,1
247,180,85,235,208,37,15.672657113611109,0
44,27,25,124,19,39,20.05900901266062,0
62,58,61,132,29,30,23.930032574105248,0
58,55,57,186,88,98,31.693480277252554,1
36,86,68,147,186,12,44.530505138845726,1
206,240,89,222,162,75,29.84853511302783,1
160,36,50,211,110,56,26.855014808198103,0
122,135,185,226,239,135,54.94130491169841,1
14,102,81,133,53,52,48.68379563485567,0
47,39,39,209,219,191,71.3349859915652,1
116,113,119,145,89,37,24.846675626936783,0
71,192,107,169,9,23,75.9406462407726,0
48,72,157,132,98,119,24.67974161761771,1
46,151,149,69,32,43,59.52881167774967,0
129,14,47,64,72,89,28.787393645585045,0
47,44,51,229,58,29,40.89696075314196,1
95,183,71,53,53,51,49.80065216666858,0
67,42,66,52,51,63,11.50511390906268,0
121,68,90,36,136,166,47.50996599976128,0
17,99,159,80,123,101,31.41026659597043,1
48,52,58,165,32,32,31.607086130960138,1
191,66,120,206,240,89,76.10397625960586,0
173,194,211,109,129,169,21.20432981439118,0
29,147,89,118,118,124,27.57907675929341,0
45,43,44,121,68,90,23.319548370975713,0
217,232,53,222,61,68,64.86470567901507,1
228,78,16,195,196,203,37.25894637116485,1
147,29,42,169,9,23,7.069252271851353,0
129,42,74,151,188,211,55.705363645310385,0
234,206,59,76,94,73,46.388899499412226,0
71,133,108,170,57,73,53.643106813427366,0
228,117,140,168,5,37,29.598599999271432,0
53,55,60,122,18,31,26.067401039538314,0
70,194,201,69,208,108,27.98983952852899,1
171,197,104,102,135,193,52.42110129518352,0
100,100,98,36,42,44,20.170287072437304,0
47,113,91,24,78,75,13.669456735309772,1
39,38,35,30,31,28,2.7354438723744807,0
59,60,61,190,36,36,31.20197985767267,0
48,55,66,85,167,119,45.083492367118126,1
212,52,73,52,69,90,39.733310779541256,0
18,69,46,46,45,42,19.71762494950562,0
34,37,42,12,153,72,44.42015977807295,0
72,129,74,237,169,80,40.133647550858214,2
48,46,72,80,123,99,36.234005818788546,1
231,136,113,230,103,82,7.916873541034788,0
123,189,102,109,158,77,8.937462396333999,0
154,167,165,182,86,22,35.78317076173201,0
115,151,186,77,65,75,36.48879841726313,0
166,245,156,106,144,188,48.363029983049465,0
62,45,86,183,99,115,31.94941991839413,0
93,75,119,44,47,45,24.193747826562564,0
108,68,87,147,34,38,18.881714086914066,1
26,23,29,212,115,116,47.1263466835809,0
149,20,41,106,47,95,21.527643100627316,1
247,166,5,183,99,115,42.56077333062446,0
220,46,66,12,82,183,43.26319694826535,0
130,169,213,77,67,74,43.19032630645509,0
37,63,136,74,128,149,24.42946016454564,0
46,43,44,180,205,141,65.43588133882876,0
222,157,121,51,57,102,55.33929074921911,0
56,61,49,221,115,116,45.52764702277552,0
219,39,65,53,44,49,35.111045907050865,1
203,80,92,179,162,27,48.70431434523037,0
117,146,187,142,189,101,44.3715947300971,0
231,44,114,206,187,30,63.759714704749726,0
14,102,81,145,32,36,53.25909766085122,0
69,32,43,134,104,67,31.65379137032924,0
152,163,160,101,93,43,31.94440161378732,0
49,43,40,218,58,65,36.423170409472974,0
144,41,51,168,54,33,11.168093228294815,0
211,81,23,219,210,89,45.07889503110733,0
52,43,53,115,87,93,17.853805686542444,0
217,185,28,243,173,20,10.292836132438465,0
106,148,186,145,146,154,14.283502944611637,0
145,235,56,82,78,75,54.832921019017675,0
72,191,107,25,69,145,61.724410759322986,0
47,44,51,226,20,50,37.99526395789629,1
221,115,116,221,174,143,20.511790256112,0
187,68,70,53,65,83,35.593697853155135,0
147,173,202,56,31,45,54.67487662448163,1
145,89,37,93,65,102,35.5695245040244,0
239,138,50,230,183,40,19.918054680262415,0
211,110,56,60,53,57,39.84175430321218,0
28,73,150,200,111,118,40.580867609313906,0
161,35,33,219,39,65,12.884252753675748,0
50,47,47,29,112,168,29.78852742026097,0
122,175,215,231,136,113,40.70101785930467,0
149,21,41,159,55,84,10.889728627632579,0
159,41,49,20,66,174,38.25686403183631,0
38,41,44,111,36,56,25.215352084382975,0
69,73,88,116,114,117,16.36408523538933,1
38,32,33,187,121,131,41.07544813479098,0
184,55,98,243,71,113,14.00797846927642,1
209,164,178,50,47,49,52.00683695126186,0
61,60,60,76,67,59,6.394168926188025,1
26,58,109,184,55,98,36.598849428763714,0
227,80,92,170,57,73,14.27540944595033,0
57,76,71,185,193,10,51.8964004059374,0
109,47,45,134,186,220,59.11484317907631,0
186,16,49,102,100,106,27.695915823792745,0
149,116,160,47,51,54,32.98918498004216,1
193,56,70,132,98,119,20.589555314272413,0
7,77,156,50,47,47,26.151423326016246,0
29,28,50,168,5,37,34.841555478978606,0
201,65,51,48,41,52,36.42048567409966,0
27,72,134,169,22,35,40.65040202715411,1
240,42,29,56,31,45,41.2415857501208,0
160,40,69,69,94,148,34.248183896897956,0
223,189,58,190,36,36,51.22708893691865,1
144,41,51,152,82,93,11.537019844591127,0
58,52,57,226,211,33,68.79889954857299,0
61,60,60,49,49,52,4.083237810118718,0
59,72,73,85,155,184,32.3185249174625,0
42,44,46,208,118,113,43.517682145378146,0
72,131,71,18,70,135,47.58490702143665,1
80,70,74,84,93,114,13.189415534171392,0
152,39,40,14,157,122,63.71926008992153,0
71,104,110,82,212,137,40.20870024479658,1
52,66,67,235,160,86,53.751765811756805,1
221,194,30,44,42,43,67.18079888470336,0
84,93,114,159,132,93,31.712187293409638,1
173,109,96,26,34,41,41.14963062083735,0
177,39,47,55,82,83,39.35050423616854,0
177,39,47,178,150,170,34.43405956411353,1
36,136,166,37,38,40,35.928704468642934,1
36,33,24,182,86,22,36.50209771196063,1
216,190,10,196,48,162,74.17177481154363,1
206,109,117,181,71,71,13.142696221882906,0
235,208,37,33,123,87,43.66499852647111,0
58,67,195,126,65,159,13.88699000406325,1
17,53,124,79,57,83,18.36693103589709,0
107,121,176,129,169,209,16.28380791635072,0
154,164,80,10,172,79,18.087656743097256,0
16,41,96,68,62,43,33.661594695551,0
201,207,114,36,36,35,69.36841408301976,0
43,83,133,196,200,203,44.769334431311314,1
48,137,88,46,76,111,38.288646587639924,1
49,178,121,41,40,45,51.23370557119932,0
156,173,39,12,86,169,69.03463713676625,0
210,74,80,189,222,74,64.24986278452332,1
52,51,63,105,199,119,59.30673256664887,1
221,196,53,36,49,76,73.24078737002239,0
224,223,41,53,56,68,71.37378464193716,1
77,80,85,122,161,190,32.69864228539291,1
205,27,18,161,151,150,32.70297997055307,0
74,128,149,221,108,89,45.9760843903793,1
58,56,35,42,41,41,11.904859643932916,0
53,44,49,52,51,63,5.706312870015651,0
57,81,124,217,232,53,72.25042692327004,0
126,65,159,113,122,182,20.037320334366928,0
47,113,91,58,67,195,40.170434200396464,0
74,128,149,127,178,153,25.111017086617775,0
110,123,110,157,174,221,30.441669595068166,1
111,155,146,122,122,123,18.655426106365184,0
152,163,160,238,176,79,28.52435124310354,0
173,194,211,183,99,115,37.885100890656275,0
196,99,107,202,17,48,14.88862931231076,0
84,54,86,213,35,47,32.69508745326943,0
103,168,144,236,87,25,51.18494941346282,1
197,137,147,79,143,43,51.1549002609827,0
238,176,79,196,33,48,43.677845270959,0
49,125,100,95,135,91,10.259094104586055,0
92,132,191,243,198,67,54.10321001774017,0
53,58,55,33,38,58,14.993634735695348,1
193,195,193,81,62,144,50.41472399447298,0
60,54,62,154,152,146,37.47120179093006,0
35,50,63,73,69,73,12.103776340988155,0
59,190,59,52,57,53,50.45283929212272,0
200,203,110,57,80,155,68.46184301835189,1
179,50,69,229,99,20,27.180467635777948,0
15,131,195,20,76,177,20.573876484866663,1
119,46,88,110,110,111,26.77073634202995,0
224,223,41,53,44,62,79.20671264885473,1
53,52,50,89,55,52,15.788563880470868,0
78,143,146,125,36,43,49.74006768459959,0
20,177,216,224,222,136,45.52326169649004,0
21,67,67,40,36,38,21.97967570162335,1
76,71,70,227,204,24,55.649671061605524,0
27,75,131,210,198,27,74.60635965285803,0
110,36,38,230,49,26,26.255835633266305,0
31,105,63,229,99,20,54.276235817307814,1
142,189,101,80,82,81,42.944488031065596,0
12,53,47,21,80,150,28.827532347640872,0
140,35,58,38,32,33,25.704251991102975,1
91,39,46,34,31,31,19.788297336455148,1
18,69,46,230,74,15,55.83886459938974,1
68,66,75,120,83,57,21.267658242541025,0
203,33,48,148,156,162,37.62181829231249,0
